Geneid	Chr	Start	End	Strand	Length	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	UBR.18_R1.mLb.clN.bam.raw	UVR.11_R1.mLb.clN.bam.raw	UVR.14_R1.mLb.clN.bam.raw	UBR.18_R1.mLb.clN.bam.pseudo	UVR.11_R1.mLb.clN.bam.pseudo	UVR.14_R1.mLb.clN.bam.pseudo
Interval_283	chr1	1658950	1659372	+	423	22.8544335536107	0.454469361072563	1.00564201200696	0.451919625121446	0.651326885862519	0.9999770515149	39	24	17	28.6768186868789	21.1463173890937	20.698555026441
Interval_284	chr1	1692481	1693416	+	936	54.4284913371	0.370520263949058	0.630365461030779	0.587786430022959	0.556675653544414	0.9999770515149	81	56	35	59.5595465035177	49.3414072412186	42.6146721132609
Interval_285	chr1	1724256	1724780	+	525	28.3113394766977	0.743259028160972	0.88436676349343	0.840442064132924	0.400660572655341	0.9999770515149	65	33	23	47.7946978114648	29.0761864100038	28.0039273887143
Interval_286	chr1	1745744	1746754	+	1011	45.8730388478513	0.67066013418998	0.686002643851038	0.97763491176225	0.328254924009952	0.9999770515149	97	44	42	71.3243951955706	38.7682485466717	51.1376065359131
Interval_287	chr1	1780254	1780622	+	369	16.3248805135334	-0.310765779246761	1.2269596615548	-0.25328117050968	0.800050945581086	0.9999770515149	20	26	11	14.7060608650661	22.9085105048515	13.3931826641677
Interval_288	chr1	1919287	1919745	+	459	51.8972211969582	-0.105359055192741	0.644791925308044	-0.163400084674458	0.870203436218875	0.9999770515149	69	67	41	50.735909984478	59.0334693778865	49.9200444755342
Interval_289	chr1	2133087	2133682	+	596	44.7961241286874	0.148953513729256	0.706067938939791	0.210962013022316	0.832916913452576	0.9999770515149	67	59	30	49.2653038979714	51.9846969148553	36.5268618113665
Interval_290	chr1	2151222	2151463	+	242	6.99221533341727	-0.638868603548403	1.86385354875204	-0.342767597795525	0.731773304043074	NA	9	15	6	6.61772738927974	13.2164483681835	7.3053723622733
Interval_291	chr1	2189487	2189842	+	356	23.0340951594843	0.297869331954072	1.09645050357575	0.271666920652287	0.785878138470684	0.9999770515149	38	40	8	27.9415156436256	35.2438623151561	9.74049648303106
Interval_292	chr1	2194838	2195398	+	561	28.7964281106158	0.336872236186446	0.896942668875814	0.375578337251661	0.707230398010089	0.9999770515149	39	24	20	28.6768186868789	21.1463173890937	24.3512412075777
Interval_293	chr1	2227736	2227926	+	191	24.3588370453452	-0.479343408777387	0.980201659625514	-0.489025298080519	0.624823786652333	0.9999770515149	28	36	21	20.5884852110925	31.7194760836405	25.5688032679565
Interval_294	chr1	2255782	2256307	+	526	32.6983146179905	-0.00108986508654777	0.837868300822255	-0.00130075942183063	0.998962144432673	0.9999770515149	41	30	28	30.1474247733855	26.4328967363671	34.0917376906087
Interval_295	chr1	2300602	2301298	+	697	47.4163049871515	-0.134522581895951	0.682484698902669	-0.197107103078271	0.843743725017998	0.9999770515149	58	59	34	42.6475765086917	51.9846969148553	41.397110052882
Interval_296	chr1	2391503	2391838	+	336	43.3590106712063	0.0390685273552277	0.726752675689912	0.0537576656572192	0.957128238629346	0.9999770515149	55	53	26	40.4416673789318	46.6981175675819	31.656613569851
Interval_297	chr1	2412548	2412859	+	312	28.85301445742	-0.279884313598405	0.887299875123479	-0.315433734913415	0.752432356445794	0.9999770515149	36	37	26	26.470909557119	32.6005726415194	31.656613569851
Interval_298	chr1	2546301	2546501	+	201	18.1806874763026	0.45241959306236	1.13578553279784	0.398331885728366	0.690385559554329	0.9999770515149	32	21	13	23.5296973841058	18.503027715457	15.8283067849255
Interval_299	chr1	2546709	2547071	+	363	20.3056225264876	-0.286517590189215	1.06857385495154	-0.268130825830667	0.78859861871166	0.9999770515149	28	28	21	20.5884852110925	24.6707036206093	25.5688032679565
Interval_300	chr1	2556244	2556535	+	292	11.2227971019816	-0.947985411945135	1.52238339944173	-0.622698206176427	0.533482861739588	NA	8	8	13	5.88242434602644	7.04877246303122	15.8283067849255
Interval_301	chr1	2577981	2578179	+	199	4.62408059618795	0.88333694299715	2.43153837369645	0.363283159563832	0.716393371995452	NA	12	4	5	8.82363651903966	3.52438623151561	6.08781030189442
Interval_302	chr1	2586382	2586643	+	262	27.5490800220587	-0.273220005150373	0.930531202968021	-0.293617241720547	0.769050399243947	0.9999770515149	35	44	19	25.7356065138657	38.7682485466717	23.1336791471988
Interval_303	chr1	2642926	2643331	+	406	25.6741300559011	0.109166267236938	0.966094619088951	0.112997490183606	0.910032545013975	0.9999770515149	39	22	28	28.6768186868789	19.3841242733359	34.0917376906087
Interval_304	chr1	2653764	2654170	+	407	44.7226112412226	-1.14637262740116	0.776351953326211	-1.47661459791481	0.139778976388294	0.9999770515149	34	38	64	25.0003034706124	33.4816691993983	77.9239718642485
Interval_305	chr1	2657993	2658232	+	240	19.5588954353405	-0.476465699180943	3.65593497461812	-0.130326633949695	0.896308008925133	0.9999770515149	22	51	0	16.1766669515727	44.9359244518241	0
Interval_306	chr1	2659878	2660115	+	238	17.3502362510424	-0.538942485424098	1.30857180216211	-0.411855493549244	0.680445343915082	0.9999770515149	23	47	6	16.911969994826	41.4115382203084	7.3053723622733
Interval_307	chr1	2671775	2672041	+	267	15.3068391412015	-0.858810754609425	1.32538951612155	-0.647968573889537	0.517005276383396	0.9999770515149	15	34	8	11.0295456487996	29.9572829678827	9.74049648303106
Interval_308	chr1	2682859	2683072	+	214	11.0680684726051	-1.07227009583531	3.52430944105867	-0.304249701613377	0.760937662017659	NA	10	35	0	7.35303043253305	30.8383795257616	0
Interval_309	chr1	2683973	2684357	+	385	26.0670213232118	-1.73986183416928	1.04714380446732	-1.66153094421863	0.0966068594343308	0.9999770515149	15	22	45	11.0295456487996	19.3841242733359	54.7902927170497
Interval_310	chr1	3624492	3625011	+	520	39.1225502191605	0.486770448913105	0.758718254011349	0.641569444704337	0.521152777569605	0.9999770515149	70	34	36	51.4712130277313	29.9572829678827	43.8322341736398
Interval_311	chr1	3796429	3796785	+	357	25.3617285676442	0.409772904325706	0.957477839537308	0.427971162782969	0.668672115500241	0.9999770515149	40	28	16	29.4121217301322	24.6707036206093	19.4809929660621
Interval_312	chr1	3857149	3857685	+	537	37.5361154357705	-0.485020628809758	0.784250286542712	-0.618451324956376	0.536277874154464	0.9999770515149	44	41	45	32.3533339031454	36.124958873035	54.7902927170497
Interval_313	chr1	3900395	3901396	+	1002	127.410973828457	0.345412431889555	0.503868433390796	0.685521078518637	0.493015164137084	0.9999770515149	210	127	108	154.413639083194	111.899262850621	131.496702520919
Interval_314	chr1	5992110	5992883	+	774	72.4332681743525	0.0949593997086608	0.552492339261615	0.171874599809964	0.863536115817511	0.9999770515149	102	74	62	75.0009104118371	65.2011452830388	75.4888477434908
Interval_315	chr1	6028201	6028480	+	280	12.4605796544757	-0.0874218032480242	1.36553980766143	-0.0640199595482605	0.94895433398602	NA	22	21	13	16.1766669515727	18.503027715457	15.8283067849255
Interval_316	chr1	6199512	6199845	+	334	42.4672415696507	0.325763662175049	0.715973015501827	0.454994329565229	0.649113318290197	0.9999770515149	66	45	31	48.5300008547181	39.6493451045506	37.7444238717454
Interval_317	chr1	6348576	6348933	+	358	11.1343041534501	-0.491432946007334	1.4653825338659	-0.335361541884124	0.737352374988921	NA	12	13	11	8.82363651903966	11.4542552524257	13.3931826641677
Interval_318	chr1	6393352	6394071	+	720	40.6007246896109	0.250727700803746	0.740289281839688	0.338688816594324	0.734844166330824	0.9999770515149	61	48	27	44.8534856384516	42.2926347781873	32.8741756302298
Interval_319	chr1	6462255	6462475	+	221	6.5036196982691	-1.40405123672145	1.96483855535299	-0.714588602150676	0.47486328969786	NA	6	10	12	4.41181825951983	8.81096557878903	14.6107447245466
Interval_320	chr1	6579701	6580055	+	355	29.4348768483469	-0.130923255930665	0.883735394054434	-0.148147575407171	0.882226303917184	0.9999770515149	36	30	26	26.470909557119	26.4328967363671	31.656613569851
Interval_321	chr1	6602657	6603401	+	745	40.2773134505174	-0.747355999293212	0.780275828865066	-0.957810009801615	0.338158570769204	0.9999770515149	34	35	44	25.0003034706124	30.8383795257616	53.5727306566709
Interval_322	chr1	6603584	6603760	+	177	8.351809837033	0.4644011974867	1.68448632476789	0.275693064798665	0.782783822768745	NA	14	6	8	10.2942426055463	5.28657934727342	9.74049648303106
Interval_323	chr1	6613340	6613731	+	392	56.2014398541894	0.209013275296902	0.620124033294019	0.337050757711567	0.73607863726452	0.9999770515149	87	70	40	63.9713647630375	61.6767590515232	48.7024824151553
Interval_324	chr1	6701686	6701975	+	290	18.0790714162601	0.0373687470557214	1.13523944878989	0.0329170617666208	0.97374072684634	0.9999770515149	29	25	16	21.3237882543458	22.0274139469726	19.4809929660621
Interval_325	chr1	6784745	6785436	+	692	136.516707981169	0.228238507309485	0.505303852822573	0.451685666029597	0.651495445919776	0.9999770515149	200	152	96	147.060608650661	133.926676797593	116.885957796373
Interval_326	chr1	7072568	7072962	+	395	8.00622239272251	1.26634977216096	1.71109674070849	0.74008075758278	0.459250993823404	NA	24	11	4	17.6472730380793	9.69206213666793	4.87024824151553
Interval_327	chr1	7770804	7771506	+	703	18.9065224727718	-0.488043537479174	1.15443002309315	-0.422757142240221	0.672472459708924	0.9999770515149	19	29	11	13.9707578218128	25.5518001784882	13.3931826641677
Interval_328	chr1	7783864	7784228	+	365	39.5358606751552	-0.315705420862488	0.782702316228563	-0.403353119463999	0.68668846935642	0.9999770515149	43	57	23	31.6180308598921	50.2225037990975	28.0039273887143
Interval_329	chr1	7954174	7954366	+	193	8.98271037837105	0.615374579050118	1.65701611334635	0.371375132742292	0.710358144552971	NA	15	12	3	11.0295456487996	10.5731586945468	3.65268618113665
Interval_330	chr1	7961230	7961859	+	630	66.3037773512392	0.365944935189199	0.569513028096787	0.642557618764443	0.520511190636346	0.9999770515149	104	67	49	76.4715164983437	59.0334693778865	59.6605409585653
Interval_331	chr1	8026218	8026465	+	248	18.1610845442753	0.498215598055549	1.13790920844738	0.437834226454094	0.661506458021431	0.9999770515149	33	17	16	24.2650004273591	14.9786414839414	19.4809929660621
Interval_332	chr1	8152686	8153620	+	935	26.0014675429515	0.478307034027575	0.952815550190084	0.501993312275554	0.61567222530265	0.9999770515149	38	26	14	27.9415156436256	22.9085105048515	17.0458688453044
Interval_333	chr1	8424546	8424722	+	177	5.53601755723307	0.335278889338263	2.15353479096712	0.155687705044084	0.876279188943927	NA	10	5	6	7.35303043253305	4.40548278939451	7.3053723622733
Interval_334	chr1	8525824	8526166	+	343	26.1923647447739	-0.848971696693978	0.936928816971657	-0.906121875339501	0.364871347994331	0.9999770515149	29	47	29	21.3237882543458	41.4115382203084	35.3092997509876
Interval_335	chr1	8878407	8879213	+	807	57.5045843827503	-0.0274191580301506	0.608824261766829	-0.0450362440395842	0.964078419684905	0.9999770515149	80	71	47	58.8242434602644	62.5578556094021	57.2254168378075
Interval_336	chr1	9234255	9234660	+	406	13.9642859724759	-0.108641852350236	1.29620774998816	-0.0838151541303686	0.933203399162834	NA	23	22	14	16.911969994826	19.3841242733359	17.0458688453044
Interval_337	chr1	9428825	9429115	+	291	26.6237909122028	-0.451522870669542	0.928622386163895	-0.486228716211298	0.626805013475275	0.9999770515149	33	34	30	24.2650004273591	29.9572829678827	36.5268618113665
Interval_338	chr1	9539185	9539493	+	309	26.7932297309577	0.517391583821155	0.920069912030845	0.562339423402218	0.573884782943214	0.9999770515149	48	27	21	35.2945460761586	23.7896070627304	25.5688032679565
Interval_339	chr1	9588392	9588773	+	382	27.3732279060558	-0.683413919253437	0.915140685764268	-0.746785636224547	0.455192967341375	0.9999770515149	30	39	30	22.0590912975991	34.3627657572772	36.5268618113665
Interval_340	chr1	9627120	9627434	+	315	17.0428606622171	-0.167027253799085	1.21091513208285	-0.137934731653561	0.890292000865596	0.9999770515149	23	29	10	16.911969994826	25.5518001784882	12.1756206037888
Interval_341	chr1	9629973	9630284	+	312	10.6261247875662	-0.768672681722911	1.53213569379067	-0.501700133244159	0.615878470766015	NA	8	13	7	5.88242434602644	11.4542552524257	8.52293442265218
Interval_342	chr1	9717514	9717822	+	309	21.9713586168377	-0.470268533959783	1.04778600456734	-0.448821163777587	0.653560670357394	0.9999770515149	22	22	21	16.1766669515727	19.3841242733359	25.5688032679565
Interval_343	chr1	9900564	9900862	+	299	10.7708378951678	-0.844515326319134	1.47488790328362	-0.572596279648741	0.566918079297623	NA	12	18	13	8.82363651903966	15.8597380418203	15.8283067849255
Interval_344	chr1	9910200	9911169	+	970	110.194984822006	0.170750346879425	0.506929774829122	0.336832349090132	0.736243285543952	0.9999770515149	151	104	87	111.030759531249	91.6340420194059	105.927899252963
Interval_345	chr1	9943155	9943459	+	305	11.926865344983	0.868055986874168	1.40849332210384	0.616301102214366	0.537695811541485	NA	26	14	7	19.1178791245859	12.3353518103046	8.52293442265218
Interval_346	chr1	10032604	10033359	+	756	63.2958794230026	-0.0700311817240322	0.587258495237261	-0.119251032197906	0.905076477217394	0.9999770515149	84	66	59	61.7654556332776	58.1523728200076	71.8361615623541
Interval_347	chr1	10210138	10210554	+	417	35.3782063023683	0.145888822770413	0.792611722521933	0.184060894666337	0.853965683832588	0.9999770515149	54	44	27	39.7063643356785	38.7682485466717	32.8741756302298
Interval_348	chr1	10398598	10399412	+	815	58.2133426350211	0.119875146743899	0.611279001092802	0.196105455167926	0.844527626557963	0.9999770515149	84	72	41	61.7654556332776	63.438952167281	49.9200444755342
Interval_349	chr1	10430313	10430776	+	464	16.7815753914395	0.45733605984503	1.17687870869912	0.388600844304977	0.697571442110409	0.9999770515149	36	19	18	26.470909557119	16.7408345996992	21.9161170868199
Interval_350	chr1	10472342	10472682	+	341	22.3903548528383	0.394042340390088	1.03907286570212	0.37922493541762	0.704520836280739	0.9999770515149	32	16	18	23.5296973841058	14.0975449260624	21.9161170868199
Interval_351	chr1	10494846	10495339	+	494	13.78699012862	0.387257310533026	1.32145910643965	0.293052814609144	0.76948178260798	NA	21	13	10	15.4413639083194	11.4542552524257	12.1756206037888
Interval_352	chr1	10525252	10525555	+	304	10.1000273020788	0.878316337211439	1.55660374050759	0.564251719532056	0.572582834069943	NA	16	5	7	11.7648486920529	4.40548278939451	8.52293442265218
Interval_353	chr1	11012309	11013105	+	797	44.1064239339299	-0.171567896941721	0.710585928911265	-0.241445671749497	0.809209718617367	0.9999770515149	54	57	32	39.7063643356785	50.2225037990975	38.9619859321243
Interval_354	chr1	11060033	11060469	+	437	32.7288424738871	0.528561736697561	0.821528151452484	0.643388465462869	0.51997206600916	0.9999770515149	61	36	25	44.8534856384516	31.7194760836405	30.4390515094721
Interval_355	chr1	11099452	11100119	+	668	18.54251640032	0.146548709874317	1.12724450311557	0.130006142828175	0.896561566666281	0.9999770515149	27	20	15	19.8531821678392	17.6219311575781	18.2634309056832
Interval_356	chr1	11241641	11241845	+	205	4.58370252691032	0.596371347013328	2.55550608882008	0.23336721818913	0.815476266552758	NA	12	5	6	8.82363651903966	4.40548278939451	7.3053723622733
Interval_357	chr1	11262507	11262852	+	346	58.0154805496001	0.0190724249329449	0.605880854651887	0.0314788374422279	0.974887669054773	0.9999770515149	82	70	47	60.294849546771	61.6767590515232	57.2254168378075
Interval_358	chr1	11273156	11273645	+	490	23.1298891623226	-0.149718251700537	0.994167518826578	-0.150596603555556	0.880293940805379	0.9999770515149	35	33	23	25.7356065138657	29.0761864100038	28.0039273887143
Interval_359	chr1	11462078	11462277	+	200	3.91646127398824	1.17233515313237	2.89756531273458	0.404593176202117	0.685776575264772	NA	5	1	2	3.67651521626652	0.881096557878903	2.43512412075777
Interval_360	chr1	11650435	11650633	+	199	20.326610434167	-0.691596350446149	1.11928569714549	-0.617890813944935	0.53664731468874	0.9999770515149	19	17	25	13.9707578218128	14.9786414839414	30.4390515094721
Interval_361	chr1	11680859	11681590	+	732	27.0756775436888	-0.047965678629485	0.9214590276109	-0.0520540547026245	0.958485622334896	0.9999770515149	35	30	22	25.7356065138657	26.4328967363671	26.7863653283354
Interval_362	chr1	11719333	11719978	+	646	30.6111106332064	0.27032415130732	0.856521485596054	0.315606970581948	0.752300846167161	0.9999770515149	52	40	23	38.2357582491719	35.2438623151561	28.0039273887143
Interval_363	chr1	11805739	11806425	+	687	59.4346928066634	0.00696009504578429	0.601590365735481	0.0115694922030129	0.990769086726483	0.9999770515149	77	63	47	56.6183343305045	55.5090831463709	57.2254168378075
Interval_364	chr1	11907825	11909099	+	1275	85.641235891599	0.873222467773422	0.521681683373396	1.67386070012431	0.0941579794458719	0.9999770515149	179	75	64	131.619244742342	66.0822418409177	77.9239718642485
Interval_365	chr1	11909603	11910136	+	534	19.1285534771366	0.517302411376779	1.12025509437917	0.461771978518395	0.644244847618662	0.9999770515149	34	15	18	25.0003034706124	13.2164483681835	21.9161170868199
Interval_366	chr1	11926416	11926745	+	330	17.7437709488388	-0.0366160317492884	1.1727438263422	-0.0312225320882688	0.975092070664664	0.9999770515149	20	15	14	14.7060608650661	13.2164483681835	17.0458688453044
Interval_367	chr1	11979937	11980503	+	567	45.2599645176717	-0.0557832260028173	0.699653374513284	-0.0797298034067555	0.936452155210549	0.9999770515149	60	45	43	44.1181825951983	39.6493451045506	52.355168596292
Interval_368	chr1	12019185	12019613	+	429	53.8399321249601	0.0713161366881363	0.644134664308366	0.110716191255925	0.911841406153717	0.9999770515149	68	62	33	50.0006069412247	54.627986588492	40.1795479925031
Interval_369	chr1	12177899	12178374	+	476	29.0404871676054	0.269626271963715	0.949657430492513	0.28391950961083	0.776472064968727	0.9999770515149	30	13	21	22.0590912975991	11.4542552524257	25.5688032679565
Interval_370	chr1	12208811	12209034	+	224	7.23236922759343	-0.641791636525958	1.87739143924506	-0.341852861960443	0.732461625380152	NA	6	10	4	4.41181825951983	8.81096557878903	4.87024824151553
Interval_371	chr1	12229985	12230476	+	492	16.4998387317516	0.579621239195395	1.22114205723438	0.474655045874113	0.635032864564478	0.9999770515149	28	20	8	20.5884852110925	17.6219311575781	9.74049648303106
Interval_372	chr1	12620030	12620343	+	314	9.37518309175023	-0.345594494977421	1.59607277889956	-0.2165280302667	0.828576178361476	NA	12	17	6	8.82363651903966	14.9786414839414	7.3053723622733
Interval_373	chr1	12933340	12933549	+	210	5.52478808631537	-0.651136819794203	2.17292055115673	-0.299659745703808	0.764436706549311	NA	7	6	9	5.14712130277313	5.28657934727342	10.9580585434099
Interval_374	chr1	13105136	13105318	+	183	7.2355097530814	0.600665351526422	1.83439734056043	0.327445607472867	0.743330876186264	NA	12	5	6	8.82363651903966	4.40548278939451	7.3053723622733
Interval_375	chr1	13224702	13225062	+	361	12.5203104015117	-0.635501964734434	1.38871035925718	-0.457620237724994	0.647225301325631	NA	14	21	11	10.2942426055463	18.503027715457	13.3931826641677
Interval_376	chr1	13246316	13246541	+	226	8.14125551318783	-1.94911649546669	1.74611747463258	-1.11625736743562	0.264311984746152	NA	5	17	11	3.67651521626652	14.9786414839414	13.3931826641677
Interval_377	chr1	13749176	13749436	+	261	23.4287427553158	0.319777605348374	0.998071173078657	0.32039559299362	0.748668465900451	0.9999770515149	35	22	18	25.7356065138657	19.3841242733359	21.9161170868199
Interval_378	chr1	15345986	15346179	+	194	8.07371621092464	-0.679133735433768	1.73017056799528	-0.392524152240475	0.694670969391125	NA	8	13	6	5.88242434602644	11.4542552524257	7.3053723622733
Interval_379	chr1	15409493	15409846	+	354	15.0309042409209	-0.220550745238589	1.28351630069957	-0.171833224960509	0.863568644263211	0.9999770515149	15	14	11	11.0295456487996	12.3353518103046	13.3931826641677
Interval_380	chr1	15412113	15412329	+	217	11.0962735852215	-0.204747441166346	1.50918001759141	-0.135668004333316	0.892083742652823	NA	9	9	6	6.61772738927974	7.92986902091013	7.3053723622733
Interval_381	chr1	15524433	15524794	+	362	26.2782527164511	-0.262994397585363	0.962251354655487	-0.273311537898039	0.784613746902409	0.9999770515149	32	23	30	23.5296973841058	20.2652208312148	36.5268618113665
Interval_382	chr1	15526580	15527020	+	441	47.1474200568319	0.00357302353096955	0.685085511679361	0.00521544167852994	0.995838698472086	0.9999770515149	67	47	47	49.2653038979714	41.4115382203084	57.2254168378075
Interval_383	chr1	15603558	15603755	+	198	15.0830646558514	0.268395190598679	1.2902931815278	0.208011012102598	0.835220369002794	0.9999770515149	22	10	15	16.1766669515727	8.81096557878903	18.2634309056832
Interval_384	chr1	15617166	15617749	+	584	36.7526521394483	-0.358071821859347	0.788309053489244	-0.454227717256875	0.649664935444835	0.9999770515149	43	53	28	31.6180308598921	46.6981175675819	34.0917376906087
Interval_385	chr1	15834376	15835034	+	659	33.8294739842356	0.170225865630121	0.830012988585601	0.205088194969331	0.837503219454149	0.9999770515149	45	27	29	33.0886369463987	23.7896070627304	35.3092997509876
Interval_386	chr1	15835776	15836153	+	378	28.6887419536904	-0.0375830508867176	0.889954167137099	-0.0422303218238966	0.966315090794739	0.9999770515149	42	40	23	30.8827278166388	35.2438623151561	28.0039273887143
Interval_387	chr1	15847409	15847783	+	375	34.4765302807206	0.0948255373615529	0.80382648926995	0.11796766917656	0.906093275227159	0.9999770515149	51	37	31	37.5004552059185	32.6005726415194	37.7444238717454
Interval_388	chr1	15949610	15949900	+	291	21.0729129031994	-0.0801026680090525	1.08825084238437	-0.0736068054250682	0.941323255885424	0.9999770515149	24	15	20	17.6472730380793	13.2164483681835	24.3512412075777
Interval_389	chr1	15975922	15976214	+	293	14.7884905184173	0.388475959823899	1.27064929997014	0.305730274933476	0.759810020262994	0.9999770515149	25	14	13	18.3825760813326	12.3353518103046	15.8283067849255
Interval_390	chr1	16138885	16139077	+	193	3.59589522030683	1.43565026591569	2.95431535107405	0.48595024407051	0.627002443689227	NA	11	4	2	8.08833347578635	3.52438623151561	2.43512412075777
Interval_391	chr1	16159770	16160076	+	307	4.02394788268837	2.63607443673932	3.0470630094521	0.865119765676694	0.386973057075063	NA	15	0	3	11.0295456487996	0	3.65268618113665
Interval_392	chr1	16206621	16207127	+	507	43.6546189231061	0.253257321870578	0.708412172478386	0.357499957947582	0.720717557669335	0.9999770515149	64	48	30	47.0593947682115	42.2926347781873	36.5268618113665
Interval_393	chr1	16352256	16352785	+	530	23.4410406480463	-0.156392798258978	0.99755823243001	-0.156775607854001	0.875421697219387	0.9999770515149	31	26	23	22.7943943408525	22.9085105048515	28.0039273887143
Interval_394	chr1	16366950	16367899	+	950	71.1839951182121	-0.0549622450441315	0.560280967476475	-0.0980976478492272	0.921854755263769	0.9999770515149	93	89	52	68.3831830225574	78.4175936512224	63.3132271397019
Interval_395	chr1	16420885	16421144	+	260	6.55184051121326	-0.122204166045017	2.02640293883796	-0.0603059557913467	0.951911958546106	NA	6	8	2	4.41181825951983	7.04877246303122	2.43512412075777
Interval_396	chr1	16498896	16499283	+	388	11.3091221765669	0.618061378657818	1.47666290902261	0.418552788778928	0.675542999175007	NA	24	7	14	17.6472730380793	6.16767590515232	17.0458688453044
Interval_397	chr1	16513560	16514003	+	444	19.0772313929442	0.0957911093143958	1.13535041595274	0.0843714046064026	0.93276114202001	0.9999770515149	28	15	21	20.5884852110925	13.2164483681835	25.5688032679565
Interval_398	chr1	16514096	16514561	+	466	22.9343201074093	0.0822755116658738	1.00432333675762	0.0819213381334877	0.934709266092473	0.9999770515149	34	26	20	25.0003034706124	22.9085105048515	24.3512412075777
Interval_399	chr1	16589184	16589369	+	186	3.06367204931029	1.37455564388496	3.40344427672366	0.403871940341618	0.686306891162325	NA	10	5	1	7.35303043253305	4.40548278939451	1.21756206037888
Interval_400	chr1	16613350	16613855	+	506	26.7607338887402	0.215833307524561	0.931360704679945	0.231739761447988	0.816740146730265	0.9999770515149	47	41	19	34.5592430329053	36.124958873035	23.1336791471988
