Geneid	Chr	Start	End	Strand	Length	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	UVR.11_R1.mLb.clN.bam.raw	UVR.14_R1.mLb.clN.bam.raw	PDR.4_R1.mLb.clN.bam.raw	UVR.11_R1.mLb.clN.bam.pseudo	UVR.14_R1.mLb.clN.bam.pseudo	PDR.4_R1.mLb.clN.bam.pseudo
Interval_288	chr1	1919287	1919745	+	459	51.8972211969582	-0.0879645551387912	0.643508947645743	-0.136695154683718	0.891271759583149	1	67	41	73	59.0334693778865	49.9200444755342	58.0111767868736
Interval_289	chr1	2133087	2133682	+	596	44.7961241286874	0.104672314333206	0.712385456316603	0.146932132604749	0.883185589016373	1	59	30	52	51.9846969148553	36.5268618113665	41.3230300399647
Interval_290	chr1	2151222	2151463	+	242	6.99221533341727	1.69676742952777	1.93985193207592	0.874689145842171	0.381743067561854	1	15	6	4	13.2164483681835	7.3053723622733	3.17869461845882
Interval_291	chr1	2189487	2189842	+	356	23.0340951594843	0.378602449521583	1.11446774680014	0.339715932209456	0.734070462415362	1	40	8	22	35.2438623151561	9.74049648303106	17.4828204015235
Interval_292	chr1	2194838	2195398	+	561	28.7964281106158	-0.655346508239801	0.892967177772228	-0.733897644339804	0.463011122893915	1	24	20	45	21.1463173890937	24.3512412075777	35.7603144576618
Interval_293	chr1	2227736	2227926	+	191	24.3588370453452	0.367319920095231	0.980201661510631	0.37473913228135	0.707854486122225	1	36	21	28	31.7194760836405	25.5688032679565	22.2508623292118
Interval_294	chr1	2255782	2256307	+	526	32.6983146179905	-0.110933643682429	0.837868301906561	-0.132399857388089	0.89466802747171	1	30	28	41	26.4328967363671	34.0917376906087	32.581619839203
Interval_295	chr1	2300602	2301298	+	697	47.4163049871515	-0.00216299065500053	0.682038953671997	-0.00317135941188595	0.997469625530049	1	59	34	59	51.9846969148553	41.397110052882	46.8857456222677
Interval_296	chr1	2391503	2391838	+	336	43.3590106712063	-0.300469621161013	0.724187261515342	-0.414905974087819	0.678210736315087	1	53	26	61	46.6981175675819	31.656613569851	48.4750929314971
Interval_297	chr1	2412548	2412859	+	312	28.85301445742	-0.121645664152307	0.881356414944026	-0.138020966421436	0.890223847322967	1	37	26	44	32.6005726415194	31.656613569851	34.9656408030471
Interval_298	chr1	2546301	2546501	+	201	18.1806874763026	-0.264883017997539	1.14237410601167	-0.231870642553617	0.816638487011935	1	21	13	26	18.503027715457	15.8283067849255	20.6615150199824
Interval_299	chr1	2546709	2547071	+	363	20.3056225264876	0.337992730882339	1.07273958238944	0.315074353954096	0.752705200139342	1	28	21	25	24.6707036206093	25.5688032679565	19.8668413653677
Interval_300	chr1	2556244	2556535	+	292	11.2227971019816	0.135523479354246	1.4891562450347	0.0910068905167763	0.927487115939042	1	8	13	13	7.04877246303122	15.8283067849255	10.3307575099912
Interval_301	chr1	2577981	2578179	+	199	4.62408059618795	1.58959164838424	2.60376594902455	0.610497133576751	0.541532541630018	1	4	5	2	3.52438623151561	6.08781030189442	1.58934730922941
Interval_302	chr1	2586382	2586643	+	262	27.5490800220587	0.483124414379509	0.938485588221511	0.514791511391304	0.606698717748628	1	44	19	28	38.7682485466717	23.1336791471988	22.2508623292118
Interval_303	chr1	2642926	2643331	+	406	25.6741300559011	0.309324627732546	0.978293435821249	0.316187982466505	0.751859828807561	1	22	28	27	19.3841242733359	34.0917376906087	21.4561886745971
Interval_304	chr1	2653764	2654170	+	407	44.7226112412226	0.144532382460491	0.75798633349589	0.190679404197035	0.848776775689607	1	38	64	63	33.4816691993983	77.9239718642485	50.0644402407265
Interval_305	chr1	2657993	2658232	+	240	19.5588954353405	0.916979190286521	3.66196786755177	0.250406126829172	0.802273291993971	1	51	0	15	44.9359244518241	0	11.9201048192206
Interval_306	chr1	2659878	2660115	+	238	17.3502362510424	1.49104812539419	1.34576395973589	1.10795664767752	0.267880539053632	1	47	6	11	41.4115382203084	7.3053723622733	8.74141020076177
Interval_307	chr1	2671775	2672041	+	267	15.3068391412015	0.953237947699101	1.33341839628489	0.71488285324019	0.474681433088811	1	34	8	13	29.9572829678827	9.74049648303106	10.3307575099912
Interval_308	chr1	2682859	2683072	+	214	11.0680684726051	1.69720674974403	3.54393967610372	0.478903961370464	0.632006952691603	1	35	0	6	30.8383795257616	0	4.76804192768824
Interval_309	chr1	2683973	2684357	+	385	26.0670213232118	1.9497661437213	1.06357861246782	1.83321300453501	0.0667709006883428	1	22	45	12	19.3841242733359	54.7902927170497	9.53608385537648
Interval_310	chr1	3624492	3625011	+	520	39.1225502191605	0.443025797202848	0.779189462459859	0.568572623921581	0.569646207566739	1	34	36	34	29.9572829678827	43.8322341736398	27.0189042569
Interval_311	chr1	3796429	3796785	+	357	25.3617285676442	-0.106759151261664	0.966492888667546	-0.11046035880186	0.912044286527834	1	28	16	30	24.6707036206093	19.4809929660621	23.8402096384412
Interval_312	chr1	3857149	3857685	+	537	37.5361154357705	0.308866802366289	0.782937946903353	0.394497167480395	0.693214018032848	1	41	45	46	36.124958873035	54.7902927170497	36.5549881122765
Interval_313	chr1	3900395	3901396	+	1002	127.410973828457	-0.0193149339261167	0.50734633296813	-0.0380705105585735	0.969631463423368	1	127	108	155	111.899262850621	131.496702520919	123.174416465279
Interval_314	chr1	5992110	5992883	+	774	72.4332681743525	0.0560514146032071	0.5561734412252	0.100780458843434	0.919724739435023	1	74	62	85	65.2011452830388	75.4888477434908	67.54726064225
Interval_315	chr1	6028201	6028480	+	280	12.4605796544757	1.26490348771349	1.4146921165649	0.894119273658553	0.371258078100021	1	21	13	9	18.503027715457	15.8283067849255	7.15206289153236
Interval_316	chr1	6199512	6199845	+	334	42.4672415696507	-0.347589405501135	0.717392452119658	-0.484517790052186	0.628018441939033	1	45	31	62	39.6493451045506	37.7444238717454	49.2697665861118
Interval_317	chr1	6348576	6348933	+	358	11.1343041534501	-0.035627376945759	1.45051178240379	-0.024561935571952	0.980404381146015	1	13	11	16	11.4542552524257	13.3931826641677	12.7147784738353
Interval_318	chr1	6393352	6394071	+	720	40.6007246896109	0.0444240109378099	0.747766373859882	0.0594089444120071	0.952626389033917	1	48	27	46	42.2926347781873	32.8741756302298	36.5549881122765
Interval_319	chr1	6462255	6462475	+	221	6.5036196982691	2.87698564027621	2.134096841539	1.34810453971783	0.177624761525254	1	10	12	2	8.81096557878903	14.6107447245466	1.58934730922941
Interval_320	chr1	6579701	6580055	+	355	29.4348768483469	0.101361869587638	0.885657478630544	0.114448160867303	0.908882537920891	1	30	26	34	26.4328967363671	31.656613569851	27.0189042569
Interval_321	chr1	6602657	6603401	+	745	40.2773134505174	-0.385728730654944	0.760117402407029	-0.507459412761074	0.611832507633884	1	35	44	69	30.8383795257616	53.5727306566709	54.8324821684147
Interval_322	chr1	6603584	6603760	+	177	8.351809837033	0.0610041576074198	1.70882632738137	0.0356994485805374	0.971522010242182	1	6	8	9	5.28657934727342	9.74049648303106	7.15206289153236
Interval_323	chr1	6613340	6613731	+	392	56.2014398541894	0.0344437579842388	0.625490523408969	0.0550667942921306	0.956085250304146	1	70	40	68	61.6767590515232	48.7024824151553	54.0378085138
Interval_324	chr1	6701686	6701975	+	290	18.0790714162601	0.185026561198225	1.14345594743649	0.161813458238627	0.871452754575481	1	25	16	23	22.0274139469726	19.4809929660621	18.2774940561382
Interval_325	chr1	6784745	6785436	+	692	136.516707981169	-0.212105718874207	0.506259557043796	-0.418966350211256	0.675240724862978	1	152	96	183	133.926676797593	116.885957796373	145.425278794491
Interval_326	chr1	7072568	7072962	+	395	8.00622239272251	1.20658427723739	1.83343019479185	0.658102108640344	0.510472521005187	1	11	4	4	9.69206213666793	4.87024824151553	3.17869461845882
Interval_327	chr1	7770804	7771506	+	703	18.9065224727718	-0.234032875203815	1.1379518701255	-0.205661488282456	0.837055343324677	1	29	11	29	25.5518001784882	13.3931826641677	23.0455359838265
Interval_328	chr1	7783864	7784228	+	365	39.5358606751552	-0.177408107070785	0.775491014685677	-0.228768746137816	0.819048659600369	1	57	23	56	50.2225037990975	28.0039273887143	44.5017246584235
Interval_329	chr1	7954174	7954366	+	193	8.98271037837105	-0.727397940501888	1.65701611912037	-0.438980606228518	0.660675588884828	1	12	3	15	10.5731586945468	3.65268618113665	11.9201048192206
Interval_330	chr1	7961230	7961859	+	630	66.3037773512392	-0.135080831397962	0.574207688099385	-0.235247340287407	0.814016764557742	1	67	49	82	59.0334693778865	59.6605409585653	65.1632396784059
Interval_331	chr1	8026218	8026465	+	248	18.1610845442753	0.346691380467993	1.16370047369965	0.29792149122857	0.765763084723599	1	17	16	17	14.9786414839414	19.4809929660621	13.50945212845
Interval_332	chr1	8152686	8153620	+	935	26.0014675429515	-0.896991692949634	0.947295667784464	-0.946897281867149	0.343691123150441	1	26	14	47	22.9085105048515	17.0458688453044	37.3496617668912
Interval_333	chr1	8424546	8424722	+	177	5.53601755723307	0.552694744907382	2.20132820350509	0.251073303847808	0.80175743538694	1	5	6	5	4.40548278939451	7.3053723622733	3.97336827307353
Interval_334	chr1	8525824	8526166	+	343	26.1923647447739	1.27300078285208	0.954008710968499	1.33437018783586	0.182082565331353	1	47	29	20	41.4115382203084	35.3092997509876	15.8934730922941
Interval_335	chr1	8878407	8879213	+	807	57.5045843827503	0.214955832888484	0.613735222861153	0.350241968981979	0.726157112290315	1	71	47	65	62.5578556094021	57.2254168378075	51.6537875499559
Interval_336	chr1	9234255	9234660	+	406	13.9642859724759	1.06074758667192	1.33374475836747	0.795315280541609	0.426430127073905	1	22	14	11	19.3841242733359	17.0458688453044	8.74141020076177
Interval_337	chr1	9428825	9429115	+	291	26.6237909122028	0.576538437414373	0.9346669603274	0.616838362631777	0.537341345535681	1	34	30	28	29.9572829678827	36.5268618113665	22.2508623292118
Interval_338	chr1	9539185	9539493	+	309	26.7932297309577	0.200659447057911	0.938218756753113	0.213872772861983	0.830646273075299	1	27	21	27	23.7896070627304	25.5688032679565	21.4561886745971
Interval_339	chr1	9588392	9588773	+	382	27.3732279060558	0.67092603959561	0.917844270246264	0.730980255959538	0.46479121285129	1	39	30	28	34.3627657572772	36.5268618113665	22.2508623292118
Interval_340	chr1	9627120	9627434	+	315	17.0428606622171	0.330637976709612	1.21875625305681	0.271291306920745	0.786166991928438	1	29	10	19	25.5518001784882	12.1756206037888	15.0987994376794
Interval_341	chr1	9629973	9630284	+	312	10.6261247875662	0.486724616189398	1.52267271552794	0.319651499121162	0.74923253022249	1	13	7	9	11.4542552524257	8.52293442265218	7.15206289153236
Interval_342	chr1	9717514	9717822	+	309	21.9713586168377	-0.352247826385869	1.03007949671514	-0.341961787909734	0.732379649371704	1	22	21	36	19.3841242733359	25.5688032679565	28.6082515661294
Interval_343	chr1	9900564	9900862	+	299	10.7708378951678	1.14752883040421	1.49435931007243	0.76790690342645	0.442542495782182	1	18	13	9	15.8597380418203	15.8283067849255	7.15206289153236
Interval_344	chr1	9910200	9911169	+	970	110.194984822006	-0.33898988853969	0.506409936671166	-0.669398177231682	0.503241514059156	1	104	87	157	91.6340420194059	105.927899252963	124.763763774509
Interval_345	chr1	9943155	9943459	+	305	11.926865344983	-0.186531261251913	1.4291810233146	-0.130516189488231	0.896158046339406	1	14	7	15	12.3353518103046	8.52293442265218	11.9201048192206
Interval_346	chr1	10032604	10033359	+	756	63.2958794230026	0.0104750548152807	0.588039327623108	0.0178135276387407	0.985787612977549	1	66	59	81	58.1523728200076	71.8361615623541	64.3685660237912
Interval_347	chr1	10210138	10210554	+	417	35.3782063023683	0.796534966528139	0.818377680427633	0.973309738984963	0.330399383573467	1	44	27	26	38.7682485466717	32.8741756302298	20.6615150199824
Interval_348	chr1	10398598	10399412	+	815	58.2133426350211	0.0729558260655624	0.616029362603197	0.118429137463948	0.905727639870851	1	72	41	68	63.438952167281	49.9200444755342	54.0378085138
Interval_349	chr1	10430313	10430776	+	464	16.7815753914395	1.27863564369516	1.23909801197272	1.03190839735066	0.30211503176031	1	19	18	10	16.7408345996992	21.9161170868199	7.94673654614706
Interval_350	chr1	10472342	10472682	+	341	22.3903548528383	-0.260953502646899	1.04485278289066	-0.249751454865205	0.802779563562296	1	16	18	27	14.0975449260624	21.9161170868199	21.4561886745971
Interval_351	chr1	10494846	10495339	+	494	13.78699012862	-0.566394865456154	1.31975341440307	-0.42916719083643	0.667801557644765	1	13	10	22	11.4542552524257	12.1756206037888	17.4828204015235
Interval_352	chr1	10525252	10525555	+	304	10.1000273020788	-0.69077992374709	1.56621668857614	-0.441050033999501	0.659176775238969	1	5	7	13	4.40548278939451	8.52293442265218	10.3307575099912
Interval_353	chr1	11012309	11013105	+	797	44.1064239339299	0.086511412311958	0.711097465148199	0.121659008155694	0.903169078765731	1	57	32	53	50.2225037990975	38.9619859321243	42.1177036945794
Interval_354	chr1	11060033	11060469	+	437	32.7288424738871	-0.169279726445307	0.829512819090376	-0.204071260322336	0.838297812671166	1	36	25	44	31.7194760836405	30.4390515094721	34.9656408030471
Interval_355	chr1	11099452	11100119	+	668	18.54251640032	-0.361665587998584	1.12488390455818	-0.321513701576727	0.747821130646738	1	20	15	29	17.6219311575781	18.2634309056832	23.0455359838265
Interval_356	chr1	11241641	11241845	+	205	4.58370252691032	1.29159859406842	2.65536225127989	0.486411446666407	0.626675476394315	1	5	6	3	4.40548278939451	7.3053723622733	2.38402096384412
Interval_357	chr1	11262507	11262852	+	346	58.0154805496001	-0.1829348779418	0.605141104892286	-0.302301192999213	0.762422468979753	1	70	47	85	61.6767590515232	57.2254168378075	67.54726064225
Interval_358	chr1	11273156	11273645	+	490	23.1298891623226	1.16697699625148	1.02907078681433	1.13401042105574	0.256790176739792	1	33	23	16	29.0761864100038	28.0039273887143	12.7147784738353
Interval_359	chr1	11462078	11462277	+	200	3.91646127398824	-2.28435290147294	2.8614250421181	-0.798327011139178	0.424680747137579	1	1	2	10	0.881096557878903	2.43512412075777	7.94673654614706
Interval_360	chr1	11650435	11650633	+	199	20.326610434167	0.368068963964329	1.11259268923842	0.330820944200411	0.740779739656265	1	17	25	22	14.9786414839414	30.4390515094721	17.4828204015235
Interval_361	chr1	11680859	11681590	+	732	27.0756775436888	-0.0222376670718994	0.922407603362111	-0.0241082868255256	0.980766233313851	1	30	22	34	26.4328967363671	26.7863653283354	27.0189042569
Interval_362	chr1	11719333	11719978	+	646	30.6111106332064	0.733128988465825	0.883360806739707	0.829931532927802	0.406577495283067	1	40	23	24	35.2438623151561	28.0039273887143	19.072167710753
Interval_363	chr1	11805739	11806425	+	687	59.4346928066634	-0.192047073726621	0.600479906064145	-0.319822648163861	0.749102777887268	1	63	47	81	55.5090831463709	57.2254168378075	64.3685660237912
Interval_364	chr1	11907825	11909099	+	1275	85.641235891599	-0.384073381940376	0.527411352589	-0.728223577393631	0.466476735272061	1	75	64	118	66.0822418409177	77.9239718642485	93.7714912445353
Interval_365	chr1	11909603	11910136	+	534	19.1285534771366	-0.586257190871125	1.12108274764645	-0.522938375514107	0.601017138137422	1	15	18	33	13.2164483681835	21.9161170868199	26.2242306022853
Interval_366	chr1	11926416	11926745	+	330	17.7437709488388	-0.0754074273390394	1.1727438294582	-0.0642999992367275	0.948731354064301	1	15	14	20	13.2164483681835	17.0458688453044	15.8934730922941
Interval_367	chr1	11979937	11980503	+	567	45.2599645176717	0.0177602593113817	0.700956920697332	0.0253371623661455	0.979786032156177	1	45	43	57	39.6493451045506	52.355168596292	45.2963983130383
Interval_368	chr1	12019185	12019613	+	429	53.8399321249601	-0.118244656825691	0.645230314095019	-0.18325961171173	0.854594322863086	1	62	33	65	54.627986588492	40.1795479925031	51.6537875499559
Interval_369	chr1	12177899	12178374	+	476	29.0404871676054	-1.05972126685394	0.935859075125656	-1.13235132833611	0.257486758664729	1	13	21	48	11.4542552524257	25.5688032679565	38.1443354215059
Interval_370	chr1	12208811	12209034	+	224	7.23236922759343	-0.585706322299856	1.82696780108951	-0.320589296620648	0.748521649880556	1	10	4	13	8.81096557878903	4.87024824151553	10.3307575099912
Interval_371	chr1	12229985	12230476	+	492	16.4998387317516	-0.469252481176811	1.22620429540242	-0.382687030975381	0.701951831579495	1	20	8	24	17.6219311575781	9.74049648303106	19.072167710753
Interval_372	chr1	12620030	12620343	+	314	9.37518309175023	0.0111790476164609	1.58829163189739	0.00703840994434145	0.994384207739836	1	17	6	14	14.9786414839414	7.3053723622733	11.1254311646059
Interval_373	chr1	12933340	12933549	+	210	5.52478808631537	2.34646167968882	2.33771573258773	1.00374123636128	0.315503355336964	1	6	9	2	5.28657934727342	10.9580585434099	1.58934730922941
Interval_374	chr1	13105136	13105318	+	183	7.2355097530814	-0.1277274958145	1.85788490900938	-0.0687488741606734	0.94518951424851	1	5	6	8	4.40548278939451	7.3053723622733	6.35738923691765
Interval_375	chr1	13224702	13225062	+	361	12.5203104015117	0.523478549239267	1.38871036463376	0.376953008035857	0.706208527353834	1	21	11	14	18.503027715457	13.3931826641677	11.1254311646059
Interval_376	chr1	13246316	13246541	+	226	8.14125551318783	1.35166727401851	1.7117219523586	0.789653525303002	0.429730139860095	1	17	11	7	14.9786414839414	13.3931826641677	5.56271558230294
Interval_377	chr1	13749176	13749436	+	261	23.4287427553158	-0.10987321189646	1.00549139268866	-0.109273150118831	0.912985842149183	1	22	18	28	19.3841242733359	21.9161170868199	22.2508623292118
Interval_378	chr1	15345986	15346179	+	194	8.07371621092464	-0.0178509697158302	1.70492443825832	-0.0104702409768177	0.991646109010858	1	13	6	12	11.4542552524257	7.3053723622733	9.53608385537648
Interval_379	chr1	15409493	15409846	+	354	15.0309042409209	-0.508143374976751	1.26457532509843	-0.401829266229908	0.687809682072282	1	14	11	23	12.3353518103046	13.3931826641677	18.2774940561382
Interval_380	chr1	15412113	15412329	+	217	11.0962735852215	-0.824812342946451	1.47268310365244	-0.560074561119643	0.575428581248145	1	9	6	17	7.92986902091013	7.3053723622733	13.50945212845
Interval_381	chr1	15524433	15524794	+	362	26.2782527164511	-0.058482335171885	0.957673291410532	-0.0610671047176724	0.951305766870319	1	23	30	37	20.2652208312148	36.5268618113665	29.4029252207441
Interval_382	chr1	15526580	15527020	+	441	47.1474200568319	0.143137639436541	0.689524651010286	0.207588864628431	0.835549999707407	1	47	47	56	41.4115382203084	57.2254168378075	44.5017246584235
Interval_383	chr1	15603558	15603755	+	198	15.0830646558514	-0.31330450582098	1.2920377726408	-0.242488658191947	0.808401544112537	1	10	15	21	8.81096557878903	18.2634309056832	16.6881467469088
Interval_384	chr1	15617166	15617749	+	584	36.7526521394483	0.180459993085854	0.786943380453153	0.229317632714488	0.818622049678216	1	53	28	45	46.6981175675819	34.0917376906087	35.7603144576618
Interval_385	chr1	15834376	15835034	+	659	33.8294739842356	-0.545283665643005	0.825356168884349	-0.660664675687922	0.508827382180103	1	27	29	54	23.7896070627304	35.3092997509876	42.9123773491941
Interval_386	chr1	15835776	15836153	+	378	28.6887419536904	0.562989126586552	0.905289833505848	0.621888267988503	0.534015340030066	1	40	23	27	35.2438623151561	28.0039273887143	21.4561886745971
Interval_387	chr1	15847409	15847783	+	375	34.4765302807206	-0.234863415253341	0.803338159007233	-0.292359341604767	0.770011891539879	1	37	31	52	32.6005726415194	37.7444238717454	41.3230300399647
Interval_388	chr1	15949610	15949900	+	291	21.0729129031994	-0.353848646530098	1.08025239167111	-0.327561085963167	0.743243548835744	1	15	20	30	13.2164483681835	24.3512412075777	23.8402096384412
Interval_389	chr1	15975922	15976214	+	293	14.7884905184173	0.236465394569102	1.29230511924537	0.182979538692213	0.854814073318273	1	14	13	15	12.3353518103046	15.8283067849255	11.9201048192206
Interval_390	chr1	16138885	16139077	+	193	3.59589522030683	0.326785667714673	3.03850977929957	0.107548005914269	0.914354242926175	1	4	2	3	3.52438623151561	2.43512412075777	2.38402096384412
Interval_391	chr1	16159770	16160076	+	307	4.02394788268837	1.15876553671238	3.35068977343312	0.345828953160622	0.729471264703235	1	0	3	1	0	3.65268618113665	0.794673654614706
Interval_392	chr1	16206621	16207127	+	507	43.6546189231061	-0.0657206640467111	0.713689519643281	-0.0920857911428486	0.926629877507979	1	48	30	52	42.2926347781873	36.5268618113665	41.3230300399647
Interval_393	chr1	16352256	16352785	+	530	23.4410406480463	-0.493287167176629	0.987033022579479	-0.499767642917852	0.617238696698945	1	26	23	45	22.9085105048515	28.0039273887143	35.7603144576618
Interval_394	chr1	16366950	16367899	+	950	71.1839951182121	-0.00975558725903414	0.560946318721572	-0.0173913027565056	0.986124447502477	1	89	52	90	78.4175936512224	63.3132271397019	71.5206289153236
Interval_395	chr1	16420885	16421144	+	260	6.55184051121326	-1.2122083136813	1.97688795309743	-0.613190197138884	0.539750585805079	1	8	2	14	7.04877246303122	2.43512412075777	11.1254311646059
Interval_396	chr1	16498896	16499283	+	388	11.3091221765669	0.532947837589326	1.51721643994212	0.351266848657174	0.725388163191475	1	7	14	10	6.16767590515232	17.0458688453044	7.94673654614706
Interval_397	chr1	16513560	16514003	+	444	19.0772313929442	0.277611831264309	1.14837027312581	0.241744181089485	0.808978393116878	1	15	21	20	13.2164483681835	25.5688032679565	15.8934730922941
Interval_398	chr1	16514096	16514561	+	466	22.9343201074093	-0.0137268688873506	1.00837868574644	-0.0136128114183507	0.989138883384328	1	26	20	30	22.9085105048515	24.3512412075777	23.8402096384412
Interval_399	chr1	16589184	16589369	+	186	3.06367204931029	1.83532290022504	3.66832196645351	0.500316743461701	0.616852066334809	1	5	1	1	4.40548278939451	1.21756206037888	0.794673654614706
Interval_400	chr1	16613350	16613855	+	506	26.7607338887402	0.582875339067018	0.952051978158028	0.612230584505197	0.540385208923462	1	41	19	25	36.124958873035	23.1336791471988	19.8668413653677
Interval_401	chr1	16644506	16644960	+	455	38.1673235904035	0.168015401574185	0.775959308677758	0.216526046785217	0.828577724283162	1	37	38	44	32.6005726415194	46.2673582943976	34.9656408030471
Interval_402	chr1	16709712	16709972	+	261	8.39885340598935	0.537695866544203	1.70654001440999	0.315079553953562	0.752701252055228	1	10	6	7	8.81096557878903	7.3053723622733	5.56271558230294
Interval_403	chr1	16759137	16759328	+	192	7.12849333922355	-0.0885761023559995	1.82696682520863	-0.0484826003044058	0.961331631079169	1	9	7	11	7.92986902091013	8.52293442265218	8.74141020076177
Interval_404	chr1	16765354	16765567	+	214	4.83919094244293	-0.978318929137849	2.68219671036445	-0.364745406389271	0.715301460806418	1	9	0	10	7.92986902091013	0	7.94673654614706
Interval_405	chr1	16796344	16797016	+	673	13.1863702849687	0.719818977185766	1.43605677143624	0.501246880696685	0.616197384382672	1	30	6	13	26.4328967363671	7.3053723622733	10.3307575099912
Interval_406	chr1	16872700	16872884	+	185	8.60073270748934	0.613505185076758	1.69683474743318	0.361558593731543	0.717681911514433	1	7	9	7	6.16767590515232	10.9580585434099	5.56271558230294
Interval_407	chr1	16889146	16889499	+	354	13.1623747421557	1.56463725577787	1.45829285683203	1.07292389758862	0.283305262795936	1	10	20	7	8.81096557878903	24.3512412075777	5.56271558230294
